ai_model_name,query_category,ai_confidence_percentage,response_character_count,has_cited_sources,contains_hedging_words,includes_disclaimer,answer_detail_level,respondent_age_bracket,education_level,digital_literacy_score,ai_familiarity_level,decision_importance,urgency_level,belief_alignment_status,subject_matter_expertise,trust_score_out_of_10,performed_fact_check,fact_check_method_used,verification_duration_mins,answer_accuracy_percentage,trust_calibration_valid,user_skepticism_category,is_accurate,verification_bin
Gemini,general_knowledge,76.02,750,False,True,False,Specific,25-34,Bachelors,Low,Advanced,High,Low,Neutral,False,7.2,True,Academic Paper,12.8,88.41,True,Skeptical,True,5-15m
ChatGPT-3.5,medical_advice,69.74,65,True,False,False,Very Specific,35-44,PhD,High,Intermediate,Low,Low,True,True,10.0,True,Cross-referenced Multiple AIs,8.2,58.93,False,Moderate Trust,False,5-15m
Llama,math_calculation,93.21,95,False,False,False,Specific,55-64,Bachelors,Medium,Expert,Medium,Low,Neutral,True,9.6,False,,0.0,90.67,True,Blind Trust,True,
Mistral,recipe_cooking,75.27,230,False,False,True,Specific,25-34,Masters,Low,Expert,High,High,Neutral,True,7.4,False,,0.0,71.01,True,Moderate Trust,True,
Mistral,scientific_facts,70.06,710,True,True,True,Specific,55-64,Masters,Medium,Beginner,Critical,Low,False,True,6.7,True,Asked Colleague,10.0,60.85,True,Skeptical,False,5-15m
Llama,scientific_facts,71.83,660,False,False,False,Moderate,55-64,Bachelors,Expert,First Time,Low,High,True,True,10.0,True,Asked Colleague,12.7,66.3,False,Moderate Trust,False,5-15m
GPT-4,math_calculation,88.49,789,False,False,False,Specific,65+,PhD,Medium,Expert,High,High,False,True,7.9,False,,0.0,73.78,True,Moderate Trust,True,
Claude,recipe_cooking,80.6,291,False,True,False,Moderate,18-24,Masters,Low,Expert,High,Low,True,True,9.5,False,,0.0,93.68,True,Blind Trust,True,
Mistral,technical_coding,94.17,637,True,True,True,Very Specific,55-64,Professional,Low,First Time,Low,Medium,True,True,10.0,True,Personal Testing,34.8,96.63,True,Moderate Trust,True,30-45m
Llama,math_calculation,94.45,519,True,False,True,Specific,18-24,PhD,Medium,Intermediate,Low,Medium,Neutral,False,10.0,False,,0.0,100.0,True,Blind Trust,True,
ChatGPT-3.5,medical_advice,67.56,424,False,False,False,Vague,55-64,Bachelors,High,Intermediate,Low,Medium,False,False,6.3,False,,0.0,81.41,True,Moderate Trust,True,
Llama,general_knowledge,75.72,465,True,False,False,Moderate,35-44,Professional,Low,Advanced,Critical,Low,False,True,7.0,True,Asked Expert,29.5,73.18,True,Skeptical,True,15-30m
ChatGPT-3.5,financial_advice,43.33,538,True,False,False,Vague,65+,PhD,Expert,Advanced,High,Low,Neutral,False,5.1,True,Academic Paper,36.9,30.33,False,Skeptical,False,30-45m
ChatGPT-3.5,recipe_cooking,78.13,700,False,False,False,Vague,35-44,Professional,High,Beginner,Critical,Low,True,False,9.5,True,Asked Colleague,4.2,68.69,False,Moderate Trust,False,0-5m
Llama,scientific_facts,88.26,324,False,True,True,Specific,35-44,Bachelors,Expert,Intermediate,High,High,Neutral,False,7.9,False,,0.0,82.94,True,Moderate Trust,True,
Gemini,technical_coding,90.06,478,False,True,True,Vague,45-54,Masters,Expert,First Time,Low,Low,True,True,10.0,True,Personal Testing,41.3,92.8,True,Moderate Trust,True,30-45m
ChatGPT-3.5,medical_advice,50.1,427,True,False,False,Very Specific,25-34,High School,Low,Beginner,Critical,Low,False,True,5.4,True,Google Search,24.9,57.02,True,Skeptical,False,15-30m
Claude,general_knowledge,65.78,405,False,False,True,Moderate,45-54,High School,Low,Intermediate,Medium,Medium,Neutral,True,7.2,False,,0.0,70.7,True,Moderate Trust,True,
Mistral,general_knowledge,73.71,172,False,False,False,Specific,65+,Professional,Low,Beginner,Critical,Medium,Neutral,True,8.3,True,Cross-referenced Multiple AIs,13.9,64.86,True,Moderate Trust,False,5-15m
Gemini,legal_advice,52.26,107,True,True,False,Moderate,55-64,High School,Expert,First Time,Low,Medium,True,True,8.3,False,,0.0,41.46,False,Blind Trust,False,
Llama,factual_historical,74.0,425,False,False,False,Moderate,45-54,Bachelors,Expert,Advanced,High,High,Neutral,True,6.9,False,,0.0,66.71,True,Moderate Trust,False,
Gemini,recipe_cooking,89.47,102,True,False,True,Moderate,65+,Masters,Low,Intermediate,Low,High,Neutral,True,10.0,False,,0.0,74.94,False,Blind Trust,True,
Llama,creative_writing,66.53,76,False,True,False,Moderate,25-34,Bachelors,High,Advanced,High,Medium,Neutral,True,5.9,False,,0.0,60.82,True,Skeptical,False,
Gemini,scientific_facts,80.72,550,True,False,False,Moderate,18-24,PhD,Low,Beginner,Medium,Low,True,False,10.0,True,Checked Official Source,20.0,88.02,True,Moderate Trust,True,15-30m
Mistral,recipe_cooking,89.5,100,True,False,True,Vague,65+,Bachelors,High,Expert,Critical,Low,Neutral,True,8.9,False,,0.0,94.86,True,Blind Trust,True,
Mistral,financial_advice,41.35,247,False,False,True,Moderate,18-24,Bachelors,High,Beginner,Critical,High,False,False,2.9,True,Google Search,39.5,31.16,True,Highly Skeptical,False,30-45m
Claude,creative_writing,71.6,748,False,True,False,Specific,55-64,High School,Expert,Intermediate,High,Low,True,False,7.6,True,Personal Testing,42.4,77.82,True,Skeptical,True,30-45m
Claude,math_calculation,88.21,661,False,True,True,Vague,55-64,PhD,Expert,Advanced,Medium,Low,False,True,7.0,True,Personal Testing,14.6,76.31,True,Skeptical,True,5-15m
ChatGPT-3.5,scientific_facts,72.09,770,True,True,True,Specific,18-24,High School,Low,Intermediate,Low,High,True,True,9.9,False,,0.0,70.5,False,Blind Trust,True,
ChatGPT-3.5,opinion_based,52.4,437,True,False,True,Very Specific,55-64,Professional,Low,First Time,Low,High,False,True,7.4,False,,0.0,48.39,False,Moderate Trust,False,
Claude,recipe_cooking,84.1,473,True,False,True,Very Specific,35-44,Bachelors,Medium,Beginner,Critical,Medium,False,False,8.9,True,Academic Paper,37.7,92.89,True,Moderate Trust,True,30-45m
Gemini,factual_historical,75.21,180,False,True,False,Specific,25-34,Professional,Medium,Expert,Medium,Medium,Neutral,False,7.5,True,Personal Testing,22.0,74.07,True,Skeptical,True,15-30m
GPT-4,factual_historical,88.69,101,True,False,True,Very Specific,35-44,Bachelors,Low,Beginner,Medium,High,False,False,10.0,False,,0.0,88.9,True,Blind Trust,True,
Gemini,medical_advice,72.12,345,True,True,True,Moderate,25-34,PhD,High,Intermediate,Critical,Low,False,True,6.0,True,Google Search,43.1,77.57,True,Skeptical,True,30-45m
Gemini,recipe_cooking,85.75,180,True,False,False,Very Specific,18-24,PhD,High,Beginner,High,High,Neutral,True,10.0,True,Asked Colleague,41.8,94.56,True,Moderate Trust,True,30-45m
Claude,legal_advice,62.51,377,False,True,True,Specific,55-64,PhD,Medium,First Time,Low,Low,Neutral,False,7.6,True,Asked Colleague,15.6,76.48,True,Skeptical,True,15-30m
GPT-4,creative_writing,67.11,653,True,True,False,Moderate,35-44,High School,Low,Intermediate,High,Low,True,False,8.4,False,,0.0,82.11,True,Blind Trust,True,
Llama,math_calculation,94.14,767,True,True,True,Specific,18-24,PhD,High,Beginner,Low,Low,True,False,10.0,True,Academic Paper,38.6,80.93,True,Moderate Trust,True,30-45m
GPT-4,current_events,74.85,664,False,True,True,Moderate,55-64,High School,Low,Advanced,Medium,Medium,True,False,9.1,False,,0.0,55.61,False,Blind Trust,False,
ChatGPT-3.5,general_knowledge,70.92,532,True,False,False,Vague,35-44,High School,Expert,First Time,High,Low,True,True,9.3,False,,0.0,84.48,True,Blind Trust,True,
GPT-4,math_calculation,95.07,540,True,False,True,Specific,65+,Bachelors,Low,First Time,Low,Low,True,False,10.0,False,,0.0,94.86,True,Blind Trust,True,
Gemini,technical_coding,87.83,532,False,True,True,Specific,18-24,PhD,High,Intermediate,High,Low,True,False,9.2,True,Asked Colleague,33.9,98.06,True,Moderate Trust,True,30-45m
ChatGPT-3.5,financial_advice,40.96,56,True,False,True,Vague,18-24,PhD,High,Advanced,High,Medium,True,True,5.4,True,Academic Paper,30.7,27.51,False,Skeptical,False,30-45m
GPT-4,current_events,78.08,530,False,False,False,Vague,45-54,Bachelors,High,Expert,High,Medium,True,False,9.1,True,Academic Paper,21.8,77.35,True,Moderate Trust,True,15-30m
ChatGPT-3.5,opinion_based,43.74,581,True,True,True,Specific,35-44,High School,Low,Expert,Low,Low,Neutral,False,5.7,True,Personal Testing,20.5,39.21,True,Skeptical,False,15-30m
Mistral,scientific_facts,70.74,363,False,False,True,Specific,55-64,Professional,Expert,Advanced,Critical,Medium,Neutral,True,6.1,True,Asked Expert,43.9,62.62,True,Skeptical,False,30-45m
ChatGPT-3.5,medical_advice,62.68,407,False,False,False,Vague,35-44,PhD,Expert,Expert,Critical,High,True,True,6.9,True,Asked Colleague,21.8,59.41,True,Skeptical,False,15-30m
GPT-4,scientific_facts,89.61,780,True,False,False,Moderate,55-64,PhD,Low,Expert,Medium,Low,False,True,9.5,True,Asked Colleague,29.5,80.5,True,Moderate Trust,True,15-30m
Mistral,scientific_facts,78.69,211,True,False,True,Vague,35-44,High School,Medium,Intermediate,Medium,High,True,True,10.0,False,,0.0,91.86,True,Blind Trust,True,
Gemini,legal_advice,55.46,249,False,False,True,Vague,45-54,Professional,High,First Time,High,High,True,False,7.4,True,Checked Official Source,30.3,56.58,True,Skeptical,False,30-45m
Mistral,math_calculation,87.84,753,True,True,True,Specific,18-24,PhD,Medium,Intermediate,Low,Medium,True,False,10.0,False,,0.0,73.02,False,Blind Trust,True,
Claude,medical_advice,71.73,750,True,True,True,Moderate,65+,Professional,Medium,Beginner,Critical,Low,True,True,9.8,True,Google Search,28.8,59.76,False,Moderate Trust,False,15-30m
Llama,opinion_based,49.26,510,True,False,False,Moderate,35-44,Masters,Expert,First Time,Critical,Medium,True,False,7.7,True,Academic Paper,18.4,25.18,False,Skeptical,False,15-30m
GPT-4,opinion_based,40.66,797,False,True,True,Vague,25-34,Masters,Low,Expert,High,Low,False,True,2.7,True,Personal Testing,36.7,21.7,True,Highly Skeptical,False,30-45m
Claude,math_calculation,93.72,498,True,False,True,Vague,55-64,Bachelors,Medium,Advanced,Low,Medium,False,True,10.0,True,Checked Official Source,14.5,84.93,True,Moderate Trust,True,5-15m
Gemini,current_events,60.62,122,True,False,True,Vague,55-64,Bachelors,High,First Time,High,Low,Neutral,True,7.4,False,,0.0,41.7,False,Moderate Trust,False,
Mistral,current_events,60.03,773,False,True,False,Very Specific,18-24,PhD,High,Intermediate,Medium,High,Neutral,True,5.8,False,,0.0,53.96,True,Skeptical,False,
Llama,recipe_cooking,88.13,371,True,True,True,Specific,65+,High School,Low,First Time,Low,Low,True,True,10.0,False,,0.0,81.65,True,Blind Trust,True,
ChatGPT-3.5,general_knowledge,79.46,749,False,False,False,Very Specific,18-24,Bachelors,High,First Time,High,Low,False,True,7.2,True,Checked Official Source,13.5,85.81,True,Skeptical,True,5-15m
Llama,current_events,73.11,261,True,True,False,Vague,65+,Bachelors,Medium,Beginner,Low,Low,True,True,10.0,False,,0.0,57.98,False,Blind Trust,False,
GPT-4,technical_coding,90.86,708,False,True,False,Moderate,35-44,Professional,High,Beginner,Low,Low,False,False,8.8,True,Personal Testing,29.8,90.28,True,Moderate Trust,True,15-30m
Gemini,creative_writing,72.59,551,True,False,False,Very Specific,25-34,High School,Medium,Intermediate,Medium,Low,True,False,10.0,False,,0.0,64.4,False,Blind Trust,False,
Claude,creative_writing,78.98,769,True,True,True,Vague,25-34,High School,Medium,Intermediate,High,Low,False,False,7.9,True,Checked Official Source,20.1,76.12,True,Skeptical,True,15-30m
Mistral,technical_coding,91.2,209,False,True,True,Very Specific,18-24,High School,Medium,Intermediate,High,Low,False,False,8.4,False,,0.0,94.93,True,Blind Trust,True,
ChatGPT-3.5,math_calculation,88.33,66,False,True,True,Moderate,25-34,High School,Medium,Advanced,High,Low,False,True,7.6,False,,0.0,96.34,False,Moderate Trust,True,
Claude,creative_writing,65.74,84,False,True,True,Very Specific,25-34,High School,Medium,Expert,Low,Medium,False,False,5.7,True,Academic Paper,44.5,73.33,True,Skeptical,True,30-45m
Claude,recipe_cooking,77.58,108,True,False,False,Specific,35-44,Bachelors,High,Intermediate,High,High,Neutral,False,8.2,True,Google Search,13.1,62.7,True,Moderate Trust,False,5-15m
Claude,factual_historical,94.5,549,False,True,False,Specific,35-44,Bachelors,Expert,Beginner,High,High,True,True,10.0,False,,0.0,100.0,True,Blind Trust,True,
Mistral,financial_advice,40.85,735,True,False,False,Moderate,35-44,Professional,Expert,First Time,Medium,Medium,True,False,8.0,False,,0.0,42.37,False,Blind Trust,False,
GPT-4,medical_advice,74.77,472,True,True,True,Specific,45-54,Masters,Expert,First Time,Critical,High,False,True,6.3,False,,0.0,76.68,True,Moderate Trust,True,
Claude,current_events,58.96,366,False,True,True,Vague,55-64,PhD,Expert,Expert,Critical,Low,False,True,3.4,True,Google Search,28.6,34.86,True,Highly Skeptical,False,15-30m
Gemini,factual_historical,92.0,286,False,False,True,Moderate,25-34,PhD,Low,Advanced,Medium,Low,Neutral,False,9.6,True,Asked Expert,2.1,86.29,True,Moderate Trust,True,0-5m
ChatGPT-3.5,creative_writing,79.12,306,False,True,True,Very Specific,65+,Masters,Low,Expert,Critical,Medium,Neutral,False,6.8,True,Consulted Documentation,32.1,71.99,True,Skeptical,True,30-45m
ChatGPT-3.5,math_calculation,87.83,601,True,True,False,Moderate,35-44,High School,Medium,Intermediate,High,High,False,True,7.3,False,,0.0,89.17,True,Moderate Trust,True,
Llama,recipe_cooking,76.97,479,True,True,False,Vague,55-64,Bachelors,Expert,First Time,Medium,Medium,Neutral,False,8.6,False,,0.0,81.5,True,Blind Trust,True,
ChatGPT-3.5,scientific_facts,89.02,70,True,True,True,Specific,55-64,Masters,High,Intermediate,High,Medium,True,False,10.0,True,Personal Testing,14.1,80.1,True,Moderate Trust,True,5-15m
Mistral,current_events,62.35,568,True,True,True,Specific,25-34,PhD,Low,First Time,Medium,Low,True,True,10.0,True,Personal Testing,44.6,62.61,False,Moderate Trust,False,30-45m
ChatGPT-3.5,legal_advice,45.88,389,False,False,True,Specific,55-64,High School,High,Expert,Critical,Low,False,True,2.7,True,Personal Testing,7.8,48.15,False,Highly Skeptical,False,5-15m
Mistral,technical_coding,93.94,162,True,True,True,Specific,35-44,Masters,High,Expert,Critical,Medium,Neutral,False,9.5,True,Asked Colleague,14.6,100.0,True,Moderate Trust,True,5-15m
Llama,opinion_based,42.39,365,True,False,True,Very Specific,35-44,Bachelors,Medium,Advanced,Critical,Low,Neutral,True,5.0,True,Checked Official Source,11.3,32.16,True,Skeptical,False,5-15m
GPT-4,financial_advice,48.21,215,True,True,False,Very Specific,35-44,Professional,Expert,Beginner,Medium,High,True,False,7.3,False,,0.0,57.08,True,Moderate Trust,False,
Llama,opinion_based,53.59,322,True,False,True,Vague,45-54,Masters,Low,Beginner,High,High,False,True,6.6,False,,0.0,36.29,False,Moderate Trust,False,
Gemini,technical_coding,77.34,688,False,True,True,Vague,45-54,Professional,Medium,Expert,High,Low,True,False,8.3,True,Asked Colleague,14.0,85.9,True,Moderate Trust,True,5-15m
ChatGPT-3.5,creative_writing,64.7,638,True,False,True,Specific,55-64,Masters,Expert,Expert,Low,Low,True,True,8.6,True,Asked Expert,2.5,77.89,True,Moderate Trust,True,0-5m
Llama,technical_coding,89.59,427,True,True,False,Vague,55-64,Professional,Medium,Advanced,Low,Low,Neutral,True,10.0,False,,0.0,89.37,True,Blind Trust,True,
Llama,recipe_cooking,88.7,797,True,True,True,Very Specific,65+,Masters,Medium,Advanced,Low,Low,Neutral,True,10.0,True,Asked Expert,38.8,89.05,True,Moderate Trust,True,30-45m
Claude,recipe_cooking,87.01,307,False,True,False,Very Specific,45-54,High School,Low,Advanced,Critical,Low,False,True,6.4,True,Academic Paper,30.3,72.08,True,Skeptical,True,30-45m
Mistral,creative_writing,66.35,322,True,True,True,Very Specific,25-34,Professional,Medium,Expert,Low,High,Neutral,True,8.2,False,,0.0,60.35,False,Blind Trust,False,
Gemini,general_knowledge,77.52,357,False,False,True,Vague,65+,PhD,High,First Time,Low,Low,False,True,8.0,False,,0.0,79.26,True,Blind Trust,True,
Claude,technical_coding,94.76,595,False,False,True,Very Specific,25-34,Masters,Low,Expert,Low,Medium,True,False,10.0,False,,0.0,93.69,True,Blind Trust,True,
ChatGPT-3.5,factual_historical,80.42,422,True,False,False,Very Specific,25-34,Professional,Expert,Intermediate,High,High,False,True,7.1,True,Asked Colleague,43.5,73.44,True,Skeptical,True,30-45m
Claude,legal_advice,69.66,233,True,False,True,Moderate,25-34,High School,Low,Intermediate,Critical,High,Neutral,False,7.6,True,Personal Testing,32.8,83.54,True,Skeptical,True,30-45m
Llama,opinion_based,49.78,453,False,False,False,Specific,18-24,Professional,Low,Beginner,Low,Low,True,True,8.8,True,Asked Colleague,21.6,29.97,False,Moderate Trust,False,15-30m
Gemini,general_knowledge,83.74,186,True,True,True,Very Specific,65+,Masters,Expert,Advanced,Low,Low,True,False,10.0,False,,0.0,82.74,True,Blind Trust,True,
Mistral,scientific_facts,87.25,441,True,True,False,Very Specific,45-54,Professional,Expert,Expert,Low,Low,False,True,8.5,True,Asked Colleague,3.3,80.27,True,Moderate Trust,True,0-5m
Gemini,general_knowledge,83.45,124,False,True,False,Moderate,55-64,PhD,High,First Time,Medium,High,Neutral,True,8.8,False,,0.0,96.22,True,Blind Trust,True,
GPT-4,recipe_cooking,75.46,740,False,False,True,Very Specific,18-24,Masters,Expert,Advanced,Medium,Medium,Neutral,True,7.5,True,Consulted Documentation,20.8,75.04,True,Skeptical,True,15-30m
Llama,medical_advice,64.79,155,False,True,True,Specific,35-44,Professional,Medium,Advanced,Critical,Low,Neutral,False,5.6,True,Personal Testing,8.3,50.55,True,Skeptical,False,5-15m
GPT-4,scientific_facts,78.76,317,False,False,False,Specific,65+,Bachelors,Expert,Intermediate,High,Low,Neutral,True,7.4,True,Personal Testing,19.2,67.91,True,Skeptical,False,15-30m
ChatGPT-3.5,math_calculation,86.3,108,False,True,True,Moderate,45-54,Professional,Expert,Intermediate,Low,Low,Neutral,False,8.7,False,,0.0,82.08,True,Blind Trust,True,
GPT-4,recipe_cooking,78.74,749,False,False,False,Very Specific,55-64,Bachelors,Medium,First Time,Critical,High,False,False,7.1,True,Checked Official Source,26.8,81.27,True,Skeptical,True,15-30m
Mistral,technical_coding,80.85,474,True,False,False,Vague,65+,Bachelors,High,Advanced,Low,Low,False,True,8.7,True,Checked Official Source,38.0,94.29,True,Moderate Trust,True,30-45m
Gemini,recipe_cooking,78.42,791,True,True,True,Very Specific,55-64,PhD,Expert,Beginner,Low,Low,False,True,9.1,True,Google Search,11.5,68.02,False,Moderate Trust,False,5-15m
Llama,general_knowledge,82.62,92,False,True,False,Moderate,55-64,Professional,Expert,Beginner,High,Low,Neutral,True,8.1,True,Checked Official Source,7.5,93.63,True,Moderate Trust,True,5-15m
Gemini,financial_advice,44.99,660,True,True,False,Very Specific,65+,PhD,High,First Time,Critical,Medium,False,False,4.4,True,Checked Official Source,9.2,34.99,True,Highly Skeptical,False,5-15m
Mistral,factual_historical,88.79,234,False,False,False,Moderate,25-34,High School,Expert,Expert,Medium,Medium,Neutral,False,8.9,False,,0.0,79.5,True,Blind Trust,True,
Gemini,factual_historical,92.76,204,False,False,True,Vague,45-54,PhD,High,Expert,High,High,True,True,10.0,False,,0.0,100.0,True,Blind Trust,True,
Llama,medical_advice,63.01,298,True,True,True,Specific,45-54,Masters,Low,Intermediate,Critical,Low,False,False,5.8,True,Checked Official Source,5.0,72.0,True,Skeptical,True,0-5m
Mistral,financial_advice,51.8,261,True,False,True,Vague,55-64,Bachelors,Medium,Intermediate,Medium,High,False,False,6.4,True,Asked Expert,35.8,57.82,True,Skeptical,False,30-45m
Claude,factual_historical,93.17,682,True,False,False,Moderate,35-44,Masters,Expert,Intermediate,Critical,Medium,True,True,10.0,True,Asked Colleague,40.9,85.61,True,Moderate Trust,True,30-45m
Gemini,general_knowledge,74.26,91,True,False,False,Moderate,45-54,Professional,Medium,First Time,Low,High,Neutral,False,10.0,False,,0.0,69.98,False,Blind Trust,False,
Llama,legal_advice,67.67,720,True,False,True,Very Specific,55-64,PhD,High,Intermediate,Critical,High,True,True,8.0,True,Personal Testing,11.5,57.18,False,Moderate Trust,False,5-15m
ChatGPT-3.5,financial_advice,51.26,53,False,False,False,Moderate,45-54,Professional,Low,First Time,High,Low,True,True,7.9,True,Personal Testing,33.1,42.22,False,Skeptical,False,30-45m
Gemini,scientific_facts,79.38,563,False,False,True,Vague,65+,Professional,Medium,Intermediate,Medium,Low,Neutral,True,8.4,True,Asked Expert,40.4,66.59,True,Moderate Trust,False,30-45m
GPT-4,technical_coding,79.2,626,True,False,False,Moderate,35-44,Bachelors,Expert,Intermediate,Low,High,True,True,10.0,False,,0.0,91.28,True,Blind Trust,True,
ChatGPT-3.5,opinion_based,42.99,360,True,True,False,Moderate,18-24,Professional,Expert,Expert,Low,Low,True,True,7.0,True,Academic Paper,21.3,46.79,False,Skeptical,False,15-30m
Gemini,opinion_based,42.16,264,False,True,False,Moderate,25-34,PhD,Medium,First Time,High,Low,Neutral,False,5.2,True,Google Search,16.1,28.78,False,Skeptical,False,15-30m
Gemini,math_calculation,95.97,613,False,False,True,Vague,18-24,Bachelors,Expert,Advanced,Low,Low,True,True,10.0,True,Academic Paper,11.9,95.69,True,Moderate Trust,True,5-15m
Mistral,creative_writing,64.4,347,True,True,True,Very Specific,35-44,High School,Expert,Advanced,Medium,High,Neutral,True,7.4,False,,0.0,57.29,True,Moderate Trust,False,
Gemini,current_events,79.98,342,True,True,True,Specific,65+,Bachelors,Expert,First Time,Low,Low,Neutral,True,10.0,False,,0.0,59.5,False,Blind Trust,False,
Mistral,factual_historical,81.59,337,False,False,True,Vague,25-34,High School,Medium,First Time,Low,Medium,False,True,8.6,False,,0.0,78.37,True,Blind Trust,True,
Mistral,factual_historical,90.34,301,False,True,False,Specific,35-44,High School,Low,First Time,Critical,Low,True,True,10.0,False,,0.0,98.94,True,Blind Trust,True,
Llama,factual_historical,80.63,639,True,True,False,Specific,18-24,Bachelors,Low,Intermediate,Critical,Low,Neutral,False,8.3,True,Cross-referenced Multiple AIs,14.6,81.36,True,Moderate Trust,True,5-15m
GPT-4,financial_advice,43.78,231,True,False,False,Very Specific,65+,Professional,High,Expert,Critical,Low,True,True,6.3,True,Asked Colleague,40.3,46.21,True,Skeptical,False,30-45m
Gemini,medical_advice,68.39,749,False,True,True,Moderate,25-34,High School,Low,Advanced,Medium,Low,True,True,8.5,False,,0.0,79.58,True,Blind Trust,True,
Llama,recipe_cooking,79.84,539,False,True,False,Vague,35-44,PhD,Medium,Beginner,High,Low,Neutral,False,8.6,False,,0.0,72.56,True,Blind Trust,True,
Mistral,scientific_facts,77.35,119,False,True,True,Moderate,35-44,PhD,Low,First Time,Medium,Low,False,False,8.0,True,Academic Paper,32.1,62.63,True,Moderate Trust,False,30-45m
Gemini,recipe_cooking,83.24,380,False,True,False,Moderate,45-54,PhD,Expert,Beginner,Critical,Low,False,False,5.7,True,Consulted Documentation,22.4,79.5,False,Skeptical,True,15-30m
Mistral,financial_advice,47.15,128,True,False,False,Specific,35-44,Professional,Medium,Advanced,High,High,Neutral,True,5.7,True,Asked Expert,18.2,56.05,True,Skeptical,False,15-30m
ChatGPT-3.5,opinion_based,57.76,435,False,False,True,Very Specific,55-64,High School,Expert,Intermediate,Medium,High,True,True,7.5,False,,0.0,56.14,True,Moderate Trust,False,
Gemini,medical_advice,74.84,301,False,True,True,Moderate,55-64,High School,Low,Intermediate,High,Medium,False,True,5.6,True,Asked Expert,17.7,71.53,True,Skeptical,True,15-30m
ChatGPT-3.5,factual_historical,88.1,135,True,True,False,Specific,25-34,Bachelors,Expert,First Time,High,Low,True,True,10.0,False,,0.0,97.81,True,Blind Trust,True,
Gemini,math_calculation,92.99,394,False,False,False,Vague,45-54,Masters,Expert,Intermediate,Medium,Low,False,True,8.7,True,Cross-referenced Multiple AIs,13.8,95.21,True,Moderate Trust,True,5-15m
GPT-4,medical_advice,68.32,641,True,True,False,Moderate,18-24,Masters,High,Expert,High,High,Neutral,True,6.8,True,Cross-referenced Multiple AIs,22.9,71.34,True,Skeptical,True,15-30m
Claude,technical_coding,82.97,235,True,False,True,Vague,25-34,Bachelors,Expert,Beginner,Low,Medium,False,True,9.7,True,Google Search,16.6,77.31,True,Moderate Trust,True,15-30m
Mistral,opinion_based,54.6,763,True,True,False,Vague,35-44,Bachelors,Low,Expert,Medium,Medium,False,False,6.1,False,,0.0,42.94,True,Moderate Trust,False,
Claude,financial_advice,60.6,728,False,False,True,Moderate,18-24,High School,Medium,Beginner,Medium,Low,Neutral,True,7.8,False,,0.0,53.07,False,Moderate Trust,False,
ChatGPT-3.5,math_calculation,94.7,154,False,True,False,Moderate,25-34,PhD,Medium,Advanced,High,High,Neutral,False,9.2,True,Asked Expert,3.4,99.72,True,Moderate Trust,True,0-5m
Claude,general_knowledge,70.55,719,True,True,True,Very Specific,25-34,Masters,Medium,Beginner,Critical,Medium,True,False,10.0,False,,0.0,73.17,False,Blind Trust,True,
Gemini,current_events,75.35,451,True,True,True,Moderate,45-54,High School,High,Advanced,High,Low,False,False,6.3,True,Academic Paper,20.6,64.33,True,Skeptical,False,15-30m
Llama,general_knowledge,71.71,683,False,True,True,Specific,25-34,Professional,Expert,Expert,Medium,Low,Neutral,False,6.8,False,,0.0,81.83,True,Moderate Trust,True,
ChatGPT-3.5,scientific_facts,70.86,581,False,True,False,Very Specific,55-64,PhD,Low,Advanced,Low,Medium,False,True,6.4,True,Checked Official Source,11.2,72.54,True,Skeptical,True,5-15m
Llama,math_calculation,90.19,624,False,True,True,Very Specific,45-54,Professional,Low,Expert,Medium,Low,Neutral,False,9.0,True,Asked Expert,20.3,96.9,True,Moderate Trust,True,15-30m
ChatGPT-3.5,recipe_cooking,77.43,734,True,True,True,Vague,45-54,Masters,High,Intermediate,High,Low,Neutral,True,7.8,True,Consulted Documentation,2.5,91.09,True,Skeptical,True,0-5m
GPT-4,recipe_cooking,85.73,278,True,True,True,Vague,45-54,PhD,High,Beginner,Critical,Low,False,False,7.1,True,Consulted Documentation,33.3,86.39,True,Skeptical,True,30-45m
Gemini,recipe_cooking,89.89,292,True,True,True,Moderate,18-24,Professional,Medium,Beginner,Critical,Low,False,True,8.3,True,Asked Colleague,6.1,87.71,True,Moderate Trust,True,5-15m
Claude,scientific_facts,82.32,268,False,False,True,Specific,55-64,Bachelors,Expert,Intermediate,High,Low,Neutral,False,7.7,True,Academic Paper,44.5,90.16,True,Skeptical,True,30-45m
Mistral,technical_coding,94.61,310,False,False,False,Vague,55-64,Professional,Expert,Beginner,High,Low,True,True,10.0,True,Personal Testing,4.9,80.12,True,Moderate Trust,True,0-5m
Llama,creative_writing,61.32,142,False,True,False,Specific,55-64,High School,Expert,Expert,Low,Low,True,False,7.6,True,Academic Paper,14.0,73.94,True,Skeptical,True,5-15m
Gemini,technical_coding,89.36,341,True,False,False,Specific,65+,High School,Expert,Beginner,Medium,Low,False,False,9.6,False,,0.0,100.0,True,Blind Trust,True,
Llama,opinion_based,55.87,728,False,True,False,Very Specific,25-34,High School,High,First Time,Low,High,False,True,5.5,False,,0.0,49.36,True,Skeptical,False,
ChatGPT-3.5,math_calculation,90.42,642,False,True,False,Very Specific,35-44,PhD,Low,Advanced,Low,Medium,Neutral,False,9.8,True,Asked Expert,21.5,82.06,True,Moderate Trust,True,15-30m
Gemini,recipe_cooking,86.18,468,False,False,True,Specific,55-64,High School,Low,Advanced,Critical,Low,Neutral,False,8.5,True,Academic Paper,31.9,97.51,True,Moderate Trust,True,30-45m
